1.07461e-07 0 0 4.49792e+46 1.35784e+49 2.09853e+57 0 0 1.23794e+43 3.92041e+50 1.1965e+46 0 0 1
1.24094e-07 0 0 1.07356e+47 1.50756e+49 1.83226e+57 0 0 1.42955e+43 3.39494e+50 1.1965e+46 0 0 1
1.43301e-07 0 0 2.30403e+47 1.66764e+49 1.59371e+57 0 0 1.65082e+43 2.93989e+50 1.1965e+46 0 0 1
1.65482e-07 0 0 4.50721e+47 1.83767e+49 1.38073e+57 0 0 1.90633e+43 2.54584e+50 1.1965e+46 0 0 1
1.91095e-07 0 0 8.13238e+47 2.01712e+49 1.19136e+57 0 0 2.2014e+43 2.20461e+50 1.1965e+46 0 0 1
2.20673e-07 0 0 1.36743e+48 2.20548e+49 1.02379e+57 0 0 2.54214e+43 1.90911e+50 1.1965e+46 0 0 1
2.5483e-07 0 0 2.16229e+48 2.40244e+49 8.76328e+56 0 0 2.93561e+43 1.65322e+50 1.1965e+46 0 0 1
2.94273e-07 0 0 3.24155e+48 2.6081e+49 7.47383e+56 0 0 3.38999e+43 1.43163e+50 1.1965e+46 0 0 1
3.39821e-07 0 0 4.64051e+48 2.82331e+49 6.35431e+56 0 0 3.9147e+43 1.23974e+50 1.1965e+46 0 0 1
3.92419e-07 0 0 6.38589e+48 3.05003e+49 5.38985e+56 0 0 4.52063e+43 1.07357e+50 1.1965e+46 0 0 1
4.53158e-07 0 0 8.49879e+48 3.29169e+49 4.56576e+56 0 0 5.22034e+43 9.29676e+49 1.1965e+46 0 0 1
5.23299e-07 0 0 1.10005e+49 3.55347e+49 3.86742e+56 0 0 6.02835e+43 8.05067e+49 1.1965e+46 0 0 1
6.04296e-07 0 0 1.39196e+49 3.84246e+49 3.28023e+56 0 0 6.96143e+43 6.97159e+49 1.1965e+46 0 0 1
6.97831e-07 0 0 1.72983e+49 4.16753e+49 2.78967e+56 0 0 8.03894e+43 6.03715e+49 1.1965e+46 0 0 1
8.05842e-07 0 0 2.11961e+49 4.53886e+49 2.38156e+56 0 0 9.28322e+43 5.22795e+49 1.1965e+46 0 0 1
9.30572e-07 0 0 2.56886e+49 4.96715e+49 2.04235e+56 0 0 1.07201e+44 4.52722e+49 1.1965e+46 0 0 1
1.07461e-06 0 0 3.08613e+49 5.46258e+49 1.75953e+56 0 0 1.23794e+44 3.92041e+49 1.1965e+46 0 0 1
1.24094e-06 0 0 3.68002e+49 6.03386e+49 1.522e+56 0 0 1.42955e+44 3.39494e+49 1.1965e+46 0 0 1
1.43301e-06 0 0 4.35818e+49 6.68754e+49 1.32038e+56 0 0 1.65082e+44 2.93989e+49 1.1965e+46 0 0 1
1.65482e-06 0 0 5.12673e+49 7.42807e+49 1.14717e+56 0 0 1.90633e+44 2.54584e+49 1.1965e+46 0 0 1
1.91095e-06 0 0 5.9904e+49 8.25862e+49 9.96713e+55 0 0 2.2014e+44 2.20461e+49 1.1965e+46 0 0 1
2.20673e-06 0 0 6.95347e+49 9.18251e+49 8.64918e+55 0 0 2.54214e+44 1.90911e+49 1.1965e+46 0 0 1
2.5483e-06 0 0 8.02115e+49 1.02049e+50 7.48944e+55 0 0 2.93561e+44 1.65322e+49 1.1965e+46 0 0 1
2.94273e-06 0 0 9.20115e+49 1.13344e+50 6.46795e+55 0 0 3.38999e+44 1.43163e+49 1.1965e+46 0 0 1
3.39821e-06 0 0 1.0505e+50 1.25839e+50 5.56989e+55 0 0 3.9147e+44 1.23974e+49 1.1965e+46 0 0 1
3.92419e-06 0 0 1.1949e+50 1.39714e+50 4.78316e+55 0 0 4.52062e+44 1.07357e+49 1.1965e+46 0 0 1
4.53158e-06 0 0 1.35549e+50 1.55204e+50 4.09703e+55 0 0 5.22033e+44 9.29676e+48 1.1965e+46 0 0 1
5.23299e-06 0 0 1.53506e+50 1.72603e+50 3.50139e+55 0 0 6.02835e+44 8.05067e+48 1.1965e+46 0 0 1
6.04296e-06 0 0 1.73701e+50 1.92265e+50 2.98659e+55 0 0 6.96143e+44 6.97159e+48 1.1965e+46 0 0 1
6.97831e-06 0 0 1.96542e+50 2.14606e+50 2.5434e+55 0 0 8.03893e+44 6.03715e+48 1.1965e+46 0 0 1
8.05842e-06 0 0 2.22502e+50 2.40106e+50 2.16304e+55 0 0 9.28321e+44 5.22795e+48 1.1965e+46 0 0 1
9.30572e-06 0 0 2.52129e+50 2.69314e+50 1.83737e+55 0 0 1.07201e+45 4.52722e+48 1.1965e+46 0 0 1
1.07461e-05 0 0 2.86055e+50 3.02864e+50 1.55896e+55 0 0 1.23794e+45 3.92041e+48 1.1965e+46 0 0 1
1.24094e-05 0 0 3.25028e+50 3.41504e+50 1.32116e+55 0 0 1.42955e+45 3.39494e+48 1.1965e+46 0 0 1
1.43301e-05 0 0 3.69954e+50 3.8614e+50 1.11819e+55 0 0 1.65081e+45 2.93989e+48 1.1965e+46 0 0 1
1.65482e-05 0 0 4.21945e+50 4.37884e+50 9.4508e+54 0 0 1.90633e+45 2.54584e+48 1.1965e+46 0 0 1
1.91095e-05 0 0 4.82367e+50 4.98107e+50 7.97567e+54 0 0 2.20139e+45 2.20461e+48 1.1965e+46 0 0 1
2.20673e-05 0 0 5.52881e+50 5.6847e+50 6.72028e+54 0 0 2.54213e+45 1.90911e+48 1.1965e+46 0 0 1
2.5483e-05 0 0 6.35478e+50 6.50965e+50 5.65345e+54 0 0 2.9356e+45 1.65322e+48 1.1965e+46 0 0 1
2.94273e-05 0 0 7.32531e+50 7.47966e+50 4.74828e+54 0 0 3.38998e+45 1.43163e+48 1.1965e+46 0 0 1
3.39821e-05 0 0 8.46891e+50 8.62322e+50 3.98149e+54 0 0 3.91468e+45 1.23974e+48 1.1965e+46 0 0 1
